NAME,PHONE,FAX,EMAIL,WEBSITE,RESTAURANT NAME,RESTAURANT ADDRESS,RESTAURANT CITY,RESTAURANT STATE,RESTAURANT ZIPCODE,RESTAURANT COUNTRY,RESTAURANT CATEGORY
Meldo'S Rock-N-Roll Cafe Llc,(210) 414-4592,,,,North Shore Shave Ice,10115 Pemcrest,San Antonio,TX,78240,US,New Category
Maurandre Mel Company,(210) 824-0671,,,,Cholula'S Grill Company,10124 Broadway St,San Antonio,TX,78217,US,New Category
Jose J Castellanos,          ,,,,Cholula'S Grill,10124 Broadway St,San Antonio,TX,78217,US,New Category
"Z & H Foods, Inc.",          ,,,,Popeye'S #222,10131 Wurzbach Rd,San Antonio,TX,78230,US,New Category
"Little Caesar Of San Antonio, Inc.",          ,,,,Little Caesar'S #40,1015 S General Mcmullen Dr,San Antonio,TX,78237,US,New Category
Cerroni Enterprises Llc,          ,,,,Cerroni'S Purple Garlic,1017 Austin Hwy,San Antonio,TX,78209,US,New Category
Nina Carrillo,          ,,,,Mj'S Street Treats,1018 Rivas St,San Antonio,TX,78207,US,New Category
Maria Elena G Pena,          ,,,,Elena'S Cafe,102 Aztec St,San Antonio,TX,78207,US,New Category
St John'S Catholic Church,          ,,,,St John'S Catholic Church Hall,102 S Audubon Dr,San Antonio,TX,78212,US,New Category
"Staggco W.W. White, Llc",(210) 337-4571,,,,Mcdonald'S 5166,102 S Ww White Rd,San Antonio,TX,78219,US,New Category
Dolores F Lopez,          ,,,,Nacho'S Cafe,102 Springfield Rd,San Antonio,TX,78219,US,New Category
Francisco Barajas,(210) 520-1661,,,,Mya'S Tex Mex Cafe,10203 Culebra Rd Ste 7,San Antonio,TX,78251,US,New Category
Beatriz H Gonzalez,(210) 385-6910,,,,Bea'S Sweet Cakes And More,1025 Donaldson Ave,San Antonio,TX,78228,US,New Category
"Jack'S Club, Llc",          ,,,,Jack'S Corner Night Club,1025 Nogalitos,San Antonio,TX,78204,US,New Category
"Chi Southwest, Llc",          ,,,,Arby'S #1113,1027 Military Dr Sw,San Antonio,TX,78221,US,New Category
"South Texas Pizza, Inc.",          ,,,,Domino'S Pizza #6580,103 Goliad Rd,San Antonio,TX,78223,US,New Category
Claudia Deyantra Garcia,          ,,,,Claudia'S Catering,1033 W Mayfield Blvd,San Antonio,TX,78211,US,New Category
"Joseph D. Hernandez Enterprises, L.L.C.",(210) 653-9042,,,,Sonia'S Mexican Restaurant,10447 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Anita L Olmos,          ,,,,Pop'S Ice House,1046 Bandera Rd,San Antonio,TX,78228,US,New Category
"Pappas Restaurants, Inc.",          ,,,,Pappasito'S Cantina #11,10501 W Ih 10,San Antonio,TX,78230,US,New Category
"Cubriel Business Ventures, Inc.",          ,,,,Rome'S Pizza,10555 Culebra Rd Ste 105,San Antonio,TX,78251,US,New Category
"'One-O-Six Off Broadway, Inc.'",(210) 820-0906,,,,"'One-O-Six Off Broadway, Inc.'",106 Pershing Ave,San Antonio,TX,78209,US,New Category
Victor B Tofel,          ,,,,Rosie'S Lounge,106 University Ave,San Antonio,TX,78201,US,New Category
"Bill Miller Bar-B-Q Enterprises, Ltd.",          ,,,,Bill Miller'S Laguna Madre #3,10614 Westover Hills Blvd,San Antonio,TX,78251,US,New Category
Lawrence R Jefferson And Terrence Jefferson,          ,,,,Porky J'S Barbeque Grill,10642 Weathering Run,San Antonio,TX,78254,US,New Category
"Tommy'S Mexican Restaurant, Cafe, & Cantina, Inc.",          ,,,,Tommy'S Restaurant #2,107 S Flores St,San Antonio,TX,78204,US,New Category
"M&S Group, Inc.",          ,,,,Wing Daddy'S Sauce House,10730 Potranco Rd Ste 129,San Antonio,TX,78251,US,New Category
"Wendy'S Of San Antonio, Inc.",          ,,,,Wendy'S / Potranco #45,10738 Potranco Rd,San Antonio,TX,78251,US,New Category
Trinity'S Covenant Llc,          ,,,,Las Nieves,10806 Shetland Brk,San Antonio,TX,78254,US,New Category
"Perico'S Mexican Restaurant, Inc.",(210) 828-2963,,,,Perico'S Bar & Grill,10820 Bandera Rd,San Antonio,TX,78250,US,New Category
"Raising Canes Restaurants, Llc",          ,,,,Raising Cane'S #119,10852 Culebra Rd,San Antonio,TX,78253,US,New Category
Louis Salazar Jimenez,(210) 621-2740,,,,Spanky'S Sports Bar,10875 Pleasanton Rd,San Antonio,TX,78221,US,New Category
"South Texas Pizza, Inc.",          ,,,,Domino'S Pizza #6572,109 Gallery Cir Ste 147,San Antonio,TX,78258,US,New Category
Noemi Reyes Alvarado,          ,,,,"Mimi'S Barbacoa, Tamales Y Mas",10918 Wurzbach Rd Ste 134,San Antonio,TX,78230,US,New Category
"Mama Margie'S Culebra Rd, Ltd.",          ,,,,"Mama Margie'S Culebra Rd, Ltd.",10927 W Fm 471,San Antonio,TX,78253,US,New Category
Fidel M Guerrero,          ,,,,Fidelo'S Mexican Restaurant,10929 Nacogdoches Rd Ste 1,San Antonio,TX,78217,US,New Category
Idalia Orozco,          ,,,,Gallito'S Cafe,10930 Perrin Beitel Rd,San Antonio,TX,78217,US,New Category
Mcdonald'S Blanco Road Corp.,          ,,,,Mcdonald'S #11052,10950 Hwy 151,San Antonio,TX,78251,US,New Category
Maria Estela Saenz,          ,,,,Estela'S Concessions,1101 W Russell Pl,San Antonio,TX,78201,US,New Category
Schlotzsky'S Stores Llc,          ,,,,Schlotzsky'S # 2229,11010 W Fm 471 Ste 101,San Antonio,TX,78253,US,New Category
A3 Brothers Inc,(210) 688-0599,,,,Little Caesar'S Pizza - 1458 - #4,11019 Culebra Rd # 105,San Antonio,TX,78253,US,New Category
Mcdonald'S General Mcmullen Corp.,          ,,,,Mcdonald'S,11031 Culebra Rd,San Antonio,TX,78254,US,New Category
Potranco & 1604 Corp.,(210) 227-5004,,,,Mcdonald'S Potranco Road Corp,11038 Potranco Rd,San Antonio,TX,78251,US,New Category
"Chi Southwest, Llc",          ,,,,Arby'S #8266,11043 W Fm 471,San Antonio,TX,78253,US,New Category
Manuel G Cisneros,          ,,,,Colt'S 45 Lounge,11056 Hwy 16 S,San Antonio,TX,78224,US,New Category
"Baby Perico'S Mexican Restaurant, Llc",(210) 828-2963,,,,Perico'S Mexican Cuisine,11075 W Interstate 10 Ste 200,San Antonio,TX,78230,US,New Category
Jayell Wingo,          ,,,,Bubba'S Burgers & Fries,11089 New Sulphur Springs Rd,San Antonio,TX,78263,US,New Category
"Wendy'S Of San Antonio, Inc.",          ,,,,Wendy'S Old Fashioned Hamburgers,111 Nw W White Rd,San Antonio,TX,78219,US,New Category
L. B. D. Corporation,          ,,,,T G I Friday'S #474,111 Sw Loop 410,San Antonio,TX,78245,US,New Category
Rivicor Restaurants Ltd,(510) 227-2782,,,,Paesano'S Riverwalk,111 W Crockett St Ste 101,San Antonio,TX,78205,US,New Category
Remember The Ice Cream ! Ltd.,          ,,,,Ben & Jerry'S,111 W Crockett St Ste 207,San Antonio,TX,78205,US,New Category
Walter Arnold Ritter,(210) 645-1467,,,,Lily'S Kings Lounge,111 Whitewood St,San Antonio,TX,78242,US,New Category
Alma R Ybarra,          ,,,,Wicho'S Restaurant,1110 N Zarzamora St,San Antonio,TX,78207,US,New Category
Altar Society Of St. Patrick'S Catholic Church,(210) 226-5223,,,,Altar Society Of St Patrick'S Catholic Church,1114 Willow,San Antonio,TX,78208,US,New Category
"M&S Group, Inc.",          ,,,,Wing Daddy'S Sauce House,1115 Se Military Dr,San Antonio,TX,78214,US,New Category
"Alamo Quality Pizza Iii, Llc",          ,,,,Papa Murphy'S,1115 Sw Military Dr,San Antonio,TX,78221,US,New Category
Mcdonald'S Blanco Road Corp.,          ,,,,Mcdonald'S #32518,11210 Fm 1957,San Antonio,TX,78253,US,New Category
"Pb Billiards, Inc.",(713) 784-7866,,,,Fast Eddie'S Neighborhood Billiards & Saloon,11221 Perrin Beitel Rd,San Antonio,TX,78217,US,New Category
"Greektown Restaurants, Ltd.",          ,,,,Papouli'S Greek Grill-City View,11224 Huebner Rd Ste 201,San Antonio,TX,78230,US,New Category
"Zk Texas Beverages, Llc",          ,,,,Zoe'S Kitchen,11225 Huebner Rd Ste 105,San Antonio,TX,78230,US,New Category
"Zoe'S Texas, Llc",          ,,,,Zoe'S Texas The Strand,11225 Huebner Rd Ste 105,San Antonio,TX,78230,US,New Category
Frank A Mumme,(210) 359-8999,,,,Frank Mumme'S The Other Woman,1123 Fair Ave,San Antonio,TX,78223,US,New Category
"Fred'S Fish Fry, Inc.",          ,,,,Freds Fish Fry,1126 Cupples Rd,San Antonio,TX,78226,US,New Category
Cristobal G Garcia,          ,,,,Chris'S Kids,1127 S General Mcmullen Dr,San Antonio,TX,78237,US,New Category
Yolanda L De Hoya,          ,,,,Yole'S,1127 W Hermosa Dr,San Antonio,TX,78201,US,New Category
"Plymouth Beach, Llc",(210) 859-0632,,,,Hungry Howie'S,11309 Bandera Rd Ste 107,San Antonio,TX,78250,US,New Category
Margarita Casias,(210) 737-1413,,,,Margie'S Bar,1135 W Old Us Highway 90,San Antonio,TX,78237,US,New Category
Estela'S Cafe Incorporated,(210) 732-4501,,,,Estela'S Cafe,114 Fredericksburg Rd,San Antonio,TX,78201,US,New Category
Joseph J Yuchinski Jr,          ,,,,Smokin' Joe'S Of Texas,114 N Weidner Rd,San Antonio,TX,78233,US,New Category
Rocky'S Taverns Llc,          ,,,,Rocky'S Tavern,11403 Oconnor Rd,San Antonio,TX,78233,US,New Category
"Lowball Food Group, Llc",(210) 637-5583,,,,Quizno'S Subs,11403 Oconnor Rd Ste 120,San Antonio,TX,78233,US,New Category
"Alibis' Sports And Spirits, Inc.",(210) 222-2775,,,,Alibis' Sports And Spirits,1141 E Commerce St,San Antonio,TX,78205,US,New Category
"Jdsa I, Ltd.",          ,,,,Jason'S Deli,1141 N Fm 1604 East Ste 108,San Antonio,TX,78232,US,New Category
Vinh Pv Taylor,          ,,,,Snow'S Ball Shaved Ice,1142 Austin Hwy Ste 102,San Antonio,TX,78209,US,New Category
"Tri-Bucs, Inc.",          ,,,,Ruthie'S,11423 West Ave,San Antonio,TX,78213,US,New Category
"Tong'S Thai, Inc.",          ,,,,Tong'S Thai Restaurant,1146 Austin Hwy,San Antonio,TX,78209,US,New Category
"Acosta, Inc.",          ,,,,Mcdonald'S Restaurant,11482 Perrin Beitel Rd,San Antonio,TX,78217,US,New Category
"Luby'S Fuddruckers Restaurants, Llc",          ,,,,Fuddruckers #3084,115 Alamo Plz,San Antonio,TX,78205,US,New Category
"Joey'S, Inc.",          ,,,,Blue Star,115 W Main Plz,San Antonio,TX,78205,US,New Category
"Black Rock, Inc.",          ,,,,Poblano'S On Main Mexican Restaurant,115 W Main Plz,San Antonio,TX,78205,US,New Category
"Jihan Enterprises, Inc.",(713) 539-3252,,,,Murphy'S Deli - Downtown San Antonio,116 E Houston St,San Antonio,TX,78205,US,New Category
New O'Brien L.L.C.,(210) 527-1111,,,,New O'Brien L L C,116 Navarro St,San Antonio,TX,78205,US,New Category
"Neighborhood Restaurant Partners, Llc",(210) 695-3611,,,,Applebee'S #9823,11605 W Loop 1604 N,San Antonio,TX,78254,US,New Category
"Staggco Stonecroft, Llc",(210) 521-2095,,,,Mcdonald'S 26150,11611 Bandera Rd,San Antonio,TX,78250,US,New Category
"Ct Restaurants, L.P.",          ,,,,Church'S Chicken #565,11623 West Ave,San Antonio,TX,78213,US,New Category
Jesse M Trevino,          ,,,,Trevino'S Barbacoa #2,11626 El Sendero St,San Antonio,TX,78233,US,New Category
"Luby'S Fuddruckers Restaurants, Llc",          ,,,,Fuddruckers #3006,11654 Bandera Rd Ste 112,San Antonio,TX,78250,US,New Category
Ricky Lee Dixon,          ,,,,R & R Country Boy'S Bar-B-Que & Catering,117 Trillium Ln,San Antonio,TX,78213,US,New Category
"Haljohn - San Antonio, Inc.",          ,,,,Mcdonald'S Restaurants,11700 Blanco Rd,San Antonio,TX,78216,US,New Category
"Yong & Lin, Inc",          ,,,,Lee'S Kitchen,11705 Perrin Beitel Rd # 100,San Antonio,TX,78217,US,New Category
"Staggco O'Connor, Llc",(210) 637-1611,,,,Mcdonald'S 22796,11710 N Interstate 35,San Antonio,TX,78233,US,New Category
Sik Texas License Corp.,(512) 263-0800,,,,Carino'S Italian Grill,11719 Bandera Rd,San Antonio,TX,78250,US,New Category
"Carino'S Italian Kitchen, Inc.",          ,,,,Johnny Carino'S Country Italian,11719 Bandera Rd,San Antonio,TX,78250,US,New Category
"Brinker Texas, Inc.",          ,,,,Chili'S Grill & Bar #0690,11727 Bandera Rd,San Antonio,TX,78250,US,New Category
Ray Bailey,          ,,,,Bailey'S Ny Streetdogs,1173 West Ave,San Antonio,TX,78201,US,New Category
"Cec Entertainment, Inc.",          ,,,,Chuck E Cheese'S #593,11735 Bandera Rd,San Antonio,TX,78250,US,New Category
Sb Hospitality Corporation,          ,,,,Chuck E Cheese'S #593,11735 Bandera Rd,San Antonio,TX,78250,US,New Category
"L.P. Bandera, Ltd.",(210) 680-4478,,,,Mia'S Mexican Grill,11739 Bandera Rd,San Antonio,TX,78250,US,New Category
"Keelan, Inc.",          ,,,,Aldalo'S Mexican Cuisine,1174 E Commerce St Ste 2,San Antonio,TX,78205,US,New Category
"San Antonio'S Incredible Pizza Company, Llc",(417) 890-1408,,,,"San Antonio'S Incredible Pizza Company, Llc",11743 West Ave,San Antonio,TX,78216,US,New Category
Mac Acquisition Llc,(210) 691-1360,,,,Romano'S Macaroni Grill,11745 W Interstate 10 Ste 300,San Antonio,TX,78230,US,New Category
"Luby'S Fuddruckers Restaurants, Llc",          ,,,,Luby'S Bistro @ Broadway Bank,1177 Ne Loop 410 Ste 263,San Antonio,TX,78209,US,New Category
Nanny Dew Llc,(210) 354-3888,,,,The Lord'S Kitchen,118 Seguin St,San Antonio,TX,78208,US,New Category
Donna Corporation,(210) 366-0383,,,,Schlotzsky'S Deli,11803 Blanco Rd,San Antonio,TX,78216,US,New Category
Ddk Deli'S Llc,(210) 279-4990,,,,Schlotzskys,11803 Blanco Rd,San Antonio,TX,78216,US,New Category
"Luby'S Fuddruckers Restaurants, Llc",          ,,,,Luby'S Cafeteria #249,11811 West Fm 1604 North,San Antonio,TX,78250,US,New Category
"Ppk, Llc",          ,,,,Pam'S Patio Kitchen,11826 Wurzbach Rd,San Antonio,TX,78230,US,New Category
"Cj'S Scoreboard, Inc.",(210) 496-7092,,,,Charlie Browns Neighborhood Bar And Grill,11888 Starcrest Dr Ste 101,San Antonio,TX,78247,US,New Category
"Southwest Deli Group, Inc.",          ,,,,Mcalister'S Deli,119 Sw Loop 410 Ste 101,San Antonio,TX,78245,US,New Category
"Wendy'S Of San Antonio, Inc.",          ,,,,Wendy'S Old Fashion Hamburgers,11919 Perrin Beitel Rd,San Antonio,TX,78217,US,New Category
"Staggco Roosevelt Wm, Llc",(210) 927-9227,,,,Mcdonald'S 30378,1200 Se Military Dr,San Antonio,TX,78214,US,New Category
"K'S Mediterranean Food, Llc",          ,,,,Taste Of Mediterranean,12002 Ivy Chase,San Antonio,TX,78253,US,New Category
"Chi Southwest, Llc",          ,,,,Arby'S #526,1201 Austin Highway,San Antonio,TX,78209,US,New Category
"Arias Retail, Llc",          ,,,,Earl Abel'S Restaurant,1201 Austin Hwy Ste 175,San Antonio,TX,78209,US,New Category
Arnulfo S Sandoval Sr,(210) 229-1982,,,,Andrew'S Tacos To Go,1202 W Travis St,San Antonio,TX,78207,US,New Category
Daniel Roiz Serna Sr,          ,,,,Serna'S Backyard,12023 Fm 1957,San Antonio,TX,78253,US,New Category
"Knight'S Apple, Llc",          ,,,,Vineyard,1203 N Loop 1604 W Ste 109,San Antonio,TX,78258,US,New Category
Sandra Arias,          ,,,,Sandra'S Mexican Food,12030 W Loop 1604 S,San Antonio,TX,78252,US,New Category
"Demo'S Greek Restaurants, Ltd.",          ,,,,Demo'S Greek Food,1205 N Fm Loop 1604 #235,San Antonio,TX,78258,US,New Category
Juan Miguel Sanroman,          ,,,,Chicago'S Pizza,12072 Blanco Rd,San Antonio,TX,78216,US,New Category
"121 Pob, Lp",(210) 212-8698,,,,Pat O'Brien'S - San Antonio,121 Alamo Plz,San Antonio,TX,78205,US,New Category
"Rhtc, L.L.C.",          ,,,,Boudreaux'S Texas Cuisine,1211 Arion Pkwy,San Antonio,TX,78216,US,New Category
Yuk Sim Hui Wong,          ,,,,Wynne'S Chinese Restaurant,12118 Carriage Tree,San Antonio,TX,78249,US,New Category
Baldev Singh,(210) 693-0683,,,,Pal'S Ice Cream,12122 Wellstone Run,San Antonio,TX,78249,US,New Category
"St. Bridgette'S Academy, Inc.",(210) 438-9346,,,,"St. Bridgette'S Academy, Inc.",1213 Bandera Rd,San Antonio,TX,78228,US,New Category
Angelica C Ruiz,          ,,,,Angie'S Cafe,1214 Pleasanton Rd,San Antonio,TX,78214,US,New Category
"Carl'S Boat & Rv Storage, L.L.C.",(210) 678-8182,,,,"Carl'S Boat & Rv Storage, L.L.C.",12154 Fm 1957,San Antonio,TX,78253,US,New Category
Pugel'S Enterprise Llc,(210) 233-1139,,,,Original San Antonio Hot Dog House,1218 W Bitters Rd Ste 107,San Antonio,TX,78216,US,New Category
Potranco & 1604 Corp.,          ,,,,Mcdonald'S Potranco Road Corp,12203 Jones Maltsberger Rd,San Antonio,TX,78247,US,New Category
"Pamex Of Texas, Inc.",          ,,,,Pancho'S Mexican Buffet #89,12234 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"Pamex Of Texas, Inc.",          ,,,,Pancho'S Mexican Buffet No 89,12234 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"Austin Hwy City Limits, Inc.",          ,,,,Crazy D'S Saloon,12234 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Johnny'S Gfb Llc,(210) 324-0592,,,,Johnny'S Gfb Llc,12234 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Dora A Arzola,          ,,,,Dora'S Family Cafe,1225 S Brazos St,San Antonio,TX,78207,US,New Category
Shockriner Company,          ,,,,I Don'T Know Yet Lounge,1229 Babcock Rd,San Antonio,TX,78201,US,New Category
"San Antonio Kirby'S, Llc",          ,,,,Kirby'S Steakhouse,123 N Loop 1604 E,San Antonio,TX,78232,US,New Category
"Kirby'S Steakhouse - San Antonio, Ltd.",          ,,,,Kirby'S Steakhouse,123 N Loop 1604 E Ste 100,San Antonio,TX,78232,US,New Category
"Pizza Venture Of San Antonio, L.L.C.",(210) 826-7272,,,,Papa John'S Pizza # 1557,1230 Austin Hwy Ste 101,San Antonio,TX,78209,US,New Category
"Carl'S Boat & Rv Storage, L.L.C.",          ,,,,"Carl'S Boat & Rv Storage, L.L.C.",12335 W Grosenbacher Rd,San Antonio,TX,78245,US,New Category
"South Texas Pizza, Inc.",          ,,,,Domino'S Pizza #6379,12355 Potranco Rd Ste 101,San Antonio,TX,78253,US,New Category
"Sam'S Ice Cream Shop, Llc",(210) 639-0427,,,,Sam'S Ice Cream Shop,12355 Potranco Rd Ste 102,San Antonio,TX,78253,US,New Category
"Catcar, L.L.C.",          ,,,,Blanco'S Mexican Restaurant,1240 Austin Hwy,San Antonio,TX,78209,US,New Category
"Drj Group, Inc.",(210) 691-1698,,,,Anne Marie'S At Devonshire Place,12475 Starcrest Dr Ste 102,San Antonio,TX,78216,US,New Category
"Logan'S Roadhouse Of Texas, Inc.",          ,,,,Logan'S Roadhouse,12477 Ih 10 W,San Antonio,TX,78230,US,New Category
"Pizza Venture Of San Antonio, L.L.C.",          ,,,,Papa John'S Pizza Office,1248 Austin Hwy Ste 221,San Antonio,TX,78209,US,New Category
"Joe'S Crab Shack - Texas, Inc.",          ,,,,Joe'S Crab Shack,12485 W Ih 10,San Antonio,TX,78230,US,New Category
"Crab Addison, Inc.",(713) 366-7654,,,,Joe'S Crab Shack,12485 W Interstate 10,San Antonio,TX,78230,US,New Category
"Brinker Texas, Inc.",          ,,,,Chili'S Grill & Bar #0431,12503 W Ih 10,San Antonio,TX,78230,US,New Category
"Carrabba'S Italian Grill, Llc",          ,,,,Carrabba'S Italian Grill,12507 W Interstate 10,San Antonio,TX,78230,US,New Category
"Cigi Beverages Of Texas, Llc",          ,,,,Carrabba'S Italian Grill,12507 W Interstate 10,San Antonio,TX,78230,US,New Category
"Gdovin Enterprises, Inc.",          ,,,,Jerry Dean'S,12536 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"Eagle Amusements, Inc.",          ,,,,Jerry Dean'S,12536 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"R. & K. Enterprises, Inc.",          ,,,,Crazy J'S Sports Bar,126 Gembler Rd,San Antonio,TX,78219,US,New Category
"Crazy Sam'S Seafood, Inc.",          ,,,,Crazy Sam'S Seafood,126 Losoya St,San Antonio,TX,78205,US,New Category
"Crazy Sam'S Seafood, Inc.",          ,,,,"Crazy Sam'S Seafood, Inc.",126 Losoya St,San Antonio,TX,78205,US,New Category
Trista Oldenburg And Christopher Oldenburg,(210) 393-5914,,,,Mrs. O'S Ice Cream,12638 Alamito Crk,San Antonio,TX,78254,US,New Category
Jose A Onofre,          ,,,,Erick'S Mexican Restaurant,12639 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
"Pizza Venture Of San Antonio, L.L.C.",(210) 637-7272,,,,Papa John'S Pizza # 1236,12642 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Biff Buzby'S Incorporated,          ,,,,Biff Buzby'S Burgers,12702 Toepperwein Rd Ste 130,San Antonio,TX,78233,US,New Category
Jose A Onofre,(210) 826-4789,,,,Eric'S Tacos & Fruteria,12715 Nacogdoches Rd,San Antonio,TX,78217,US,New Category
Barracuda Restaurant Holdings Llc,(210) 807-7427,,,,Long John Silver'S #31709,12812 W Interstate 10,San Antonio,TX,78249,US,New Category
"Dezavala Pizza, Inc.",(409) 904-3570,,,,Cici'S Pizza,12822 I H 10 West Bldg #2 Ste 201,San Antonio,TX,78249,US,New Category
"Z & H Foods, Inc.",          ,,,,Popeye'S #200,12826 W Interstate 10,San Antonio,TX,78249,US,New Category
"Alamo Delis, Inc.",          ,,,,Schlotzsky'S Deli,12834 W Ih 10,San Antonio,TX,78249,US,New Category
Fmprg # 611 Llc,          ,,,,Zio'S Italian Kitchen,12858 W Interstate 10,San Antonio,TX,78249,US,New Category
"Carino'S Italian Kitchen, Inc.",(512) 263-0800,,,,Johnny Carino'S Country Italian,1301 N Fm 1604 West,San Antonio,TX,78258,US,New Category
"Ct Restaurants, L.P.",          ,,,,Church'S Chicken #132,1302 Castroville Rd,San Antonio,TX,78237,US,New Category
"Rocky'S Uno, Llc",(210) 433-1931,,,,Rocky'S Taco House #1,1302 Cupples Rd,San Antonio,TX,78226,US,New Category
Claudia Ramirez,          ,,,,Claudia'S Cake Creations,13026 Geyser Peak,San Antonio,TX,78253,US,New Category
"Neighborhood Restaurant Partners, Llc",(210) 492-9736,,,,Applebee'S 9794,1305 N Loop 1604 W,San Antonio,TX,78258,US,New Category
"Brinker Texas, Inc.",          ,,,,Chili'S Grill & Bar #0787,131 Sw Loop 410,San Antonio,TX,78245,US,New Category
Juan Ocampo Mena,          ,,,,Carnita'S Mexican Restuarant,1310 S Ww White Rd,San Antonio,TX,78220,US,New Category
Noe Pineda & Magdalena Pineda,          ,,,,Papi'S Barbacoa,1311 Callaghan Rd,San Antonio,TX,78228,US,New Category
St. Margaret Mary'S Activity Center,(210) 532-1975,,,,St Margaret Mary'S Activity Center,1314 Fair Ave,San Antonio,TX,78223,US,New Category
Jose Robles Gonzalez And Jose Luis Gonzalez,          ,,,,Roccky'S Torilleria & Bakery,1318 Cupples Rd,San Antonio,TX,78226,US,New Category
"Ct Restaurants, L.P.",          ,,,,Church'S Chicken #73,1318 S Ww White Rd,San Antonio,TX,78220,US,New Category
Adriana Armendariz And Guadalupe P Rodriguez,          ,,,,Krudo'S Sports Bar,1321 N Zarzamora St,San Antonio,TX,78207,US,New Category
"Martha'S Mexican Restaurant, Inc.",          ,,,,Martha'S Mexican Restaurant Inc,13259 Blanco Rd,San Antonio,TX,78216,US,New Category
Jesus Chavez,(210) 275-1548,,,,Jesse'S Cool Stuff,1326 Fenfield Ave,San Antonio,TX,78211,US,New Category
