NAME,PHONE,FAX,EMAIL,WEBSITE,RESTAURANT NAME,RESTAURANT ADDRESS,RESTAURANT CITY,RESTAURANT STATE,RESTAURANT ZIPCODE,RESTAURANT COUNTRY,RESTAURANT CATEGORY
Kenneth W Watford & Roy L Lewis,          ,,,,Sonic Drive-In Bryan #2,2400 Briarcrest Dr,Bryan,TX,77802,US,New Category
Gloria Barron,          ,,,,El Charro,2405 Northside Dr,Bryan,TX,77803,US,New Category
Perry Molett,          ,,,,Off The Bone Bar B Que,2408 Hardwood Dr,Bryan,TX,77803,US,New Category
Suzanne K Rhomberg & Edward J Rhomberg,          ,,,,Gourmet Delights,2409 Briargate Dr,Bryan,TX,77802,US,New Category
"Geg Productions, Llc",(979) 778-9101,,,,"Geg Productions, Llc",2409 Highway 21 E,Bryan,TX,77803,US,New Category
"Cabana Beverages, Inc.",          ,,,,Cabana Beverages Inc,2410 Briarcrest Dr,Bryan,TX,77802,US,New Category
"Texas Taco Cabana, L.P.",          ,,,,Taco Cabana #314,2410 Briarcrest Dr,Bryan,TX,77802,US,New Category
"Kolkhorst Foods, Llc",          ,,,,Burger King,2410 E 29Th St,Bryan,TX,77802,US,New Category
Corkran Llc,          ,,,,The Maui Wowi At Blinn College,2423 Blinn Blvd,Bryan,TX,77802,US,New Category
Carolyn Williams,          ,,,,Five Star Catering,2506 Pecan Ridge Dr,Bryan,TX,77802,US,New Category
"21 Wings, Inc.",          ,,,,Wings N More,2612 Highway 21 E,Bryan,TX,77803,US,New Category
"B V K R, Inc.",          ,,,,Kettle Restaurant #137,2712 S Texas Ave,Bryan,TX,77802,US,New Category
Laresha L Williams,          ,,,,Sweet Stuff,2716 Allen Forest Dr,Bryan,TX,77803,US,New Category
"Kolkhorst Foods, Llc",          ,,,,Burger King,2802 Highway 21 E,Bryan,TX,77803,US,New Category
Danna R Dyess,          ,,,,Snow Ball Factory,2814 Cherry Creek Cir,Bryan,TX,77802,US,New Category
"Mamel, Llc",(979) 775-0494,,,,The Cowboy,2820 Finfeather Rd,Bryan,TX,77801,US,New Category
"Ndn Partners, Llc",          ,,,,Denny'S,2890 N Harvey Mitchell Pkwy,Bryan,TX,77807,US,New Category
"J & D Restaurant Group, Llc",(979) 775-7103,,,,Jack In The Box #675,2906 S Texas Ave,Bryan,TX,77802,US,New Category
"Mcdonald'S Restaurants Of Texas, Inc.",          ,,,,Mcdonald'S #4589,2930 E Hwy 21,Bryan,TX,77803,US,New Category
"Casa Rod, Inc.",          ,,,,Casa Rodriguez Mexican Restaurant,300 N Bryan Ave,Bryan,TX,77803,US,New Category
Melissa Serna,(979) 822-9192,,,,Yole'S La Familia Taqueria,300 N Texas Ave,Bryan,TX,77803,US,New Category
"Supreme Bright Bryan, Llc",(214) 774-4650,,,,"Supreme Bright Byran, Llc",3000 Plaza Centre Ct,Bryan,TX,77802,US,New Category
"Smith Dairy Queens, Ltd.",          ,,,,Dairy Queen #6,3003 E State Highway 21,Bryan,TX,77803,US,New Category
John Wesley Harper,          ,,,,Harps,3006 N Texas Ave,Bryan,TX,77803,US,New Category
"Rick Highfield Consulting, Llc",          ,,,,Wheels,3006 N Texas Ave,Bryan,TX,77803,US,New Category
Jose S Rivera,          ,,,,Dos Amigos Fresh Mexican Food,3007 Georgia Ave,Bryan,TX,77803,US,New Category
B P O E Brazos Valley 859,          ,,,,B P O E Bryan #859,304 Mobile Ave,Bryan,TX,77801,US,New Category
Long Branch Investment Company,          ,,,,The Lemon Wedge,308 N Main St,Bryan,TX,77803,US,New Category
The Lemon Wedge Llc,(979) 703-4052,,,,The Lemon Wedge Llc,308 N Main St,Bryan,TX,77803,US,New Category
Robert B Van Brunt,          ,,,,Hot Dogs Etc,310 N Texas Ave,Bryan,TX,77803,US,New Category
Ali Farasat,(979) 822-4444,,,,Zand'S Persian Kebabs,3105 S Texas Ave Ste 300,Bryan,TX,77802,US,New Category
Xian Ting Cao,          ,,,,Chef Cao'S Chinese Restaurant Ii,3105 S Texas Ave Ste 500,Bryan,TX,77802,US,New Category
"G.M. Maclindon Foods, Inc.",          ,,,,Carter'S Burgers Across Texas,3105 S Texas Ave Ste 700,Bryan,TX,77802,US,New Category
Whataburger Restaurants Llc,          ,,,,Whataburger #956,3109 S Texas Ave,Bryan,TX,77802,US,New Category
"Cbocs Texas, Llc",          ,,,,Cracker Barrel Old Country Store #676,3110 Briarcrest Dr,Bryan,TX,77802,US,New Category
Thakor Growth Llc,          ,,,,Brazos Inn,3113 Highway 21 E,Bryan,TX,77803,US,New Category
Jeff Harris,          ,,,,Frost Bites,3117 Starlight Dr,Bryan,TX,77808,US,New Category
"Smith Dairy Queens, Ltd.",          ,,,,Dairy Queen #3,312 Villa Maria,Bryan,TX,77802,US,New Category
"Rrr Beverages, Llc",          ,,,,"Rrr Beverages, Llc",3131 Club Dr,Bryan,TX,77807,US,New Category
Heart Of Texas Pizza Lp,          ,,,,Pizza Hut,3141 Briarcrest Dr Ste 526,Bryan,TX,77802,US,New Category
Howard Henry Davenport Sr,          ,,,,Howard'S Jr.,315 Legion Ct,Bryan,TX,77803,US,New Category
James R Hawkins & Laverne H Young-Hawkins,          ,,,,James' Studio 59,318 N Main St,Bryan,TX,77803,US,New Category
Billy R Wager,          ,,,,Margie'S Bar & Grill,320 N Main St,Bryan,TX,77803,US,New Category
Casa Hospitality Corp.,          ,,,,Casa Ole No 57,3201 Freedom Blvd,Bryan,TX,77802,US,New Category
"Quality Mexican Restaurants, Inc.",          ,,,,Casa Ole Restaurant #57,3201 Freedom Blvd,Bryan,TX,77802,US,New Category
Dragon One Restaurant Inc,(646) 287-6098,,,,Dragon One Restaurant Inc,3203 Freedom Blvd Ste 700,Bryan,TX,77802,US,New Category
"Ct Restaurants, L.P.",          ,,,,Church'S Chicken #295,3207 S Texas Ave,Bryan,TX,77802,US,New Category
"Kd Foods Enterprises, Inc.",          ,,,,Long John Silver #11,3224 S Texas Ave,Bryan,TX,77802,US,New Category
"Epr Bryan, Inc.",(512) 339-7300,,,,El Pollo Rico #8,3227 S Texas Ave,Bryan,TX,77802,US,New Category
"M & W Restaurants, Inc.",          ,,,,Ken Martin'S Steak House,3231 E 29Th St,Bryan,TX,77802,US,New Category
"Rrr Beverages, Llc",(979) 779-1007,,,,"Rrr Beverages, Llc",3249 Founders Dr,Bryan,TX,77807,US,New Category
"Evergreen Interest, Ltd.",          ,,,,Shipley Donuts,3301 Wildflower Ste 101,Bryan,TX,77802,US,New Category
Ok Nam Chung,          ,,,,Burger House,3310 S College Ave,Bryan,TX,77801,US,New Category
Jesus G Ocana,          ,,,,Jesse'S Taqueria & Bakery,3310A E 29Th St,Bryan,TX,77802,US,New Category
"M & W Restaurants, Inc.",          ,,,,Pepe #1,3312 S College Ave,Bryan,TX,77801,US,New Category
"Dewitt Hospitality, Inc.",          ,,,,Kentucky Fried Chicken,3321 S Texas Ave,Bryan,TX,77802,US,New Category
Steven M Kapchinskie,          ,,,,Martins Place,3403 S College Ave,Bryan,TX,77801,US,New Category
"21 Wings, Inc.",(281) 597-8111,,,,Wings 'N More,3404 Highway 21 E,Bryan,TX,77808,US,New Category
Church Street Smokehouse Llc,          ,,,,Carney'S Pub,3410 S College Ave,Bryan,TX,77801,US,New Category
Steven D Sodolak,          ,,,,Beefmasters,3500 Highway 21 E,Bryan,TX,77808,US,New Category
"Austaco, Ltd.",          ,,,,Taco Bell #18545,3501 E 29Th St,Bryan,TX,77802,US,New Category
"Smith Dairy Queens, Ltd.",          ,,,,Dairy Queen #5,3507 E 29Th St,Bryan,TX,77802,US,New Category
"Cen-Tex Subway, Inc.",          ,,,,Subway,3601 E 29Th St Ste 4,Bryan,TX,77802,US,New Category
"Ganter Oil Co., Inc.",          ,,,,Chicken Oil Company,3606 S College Ave,Bryan,TX,77801,US,New Category
"Dixie Chicken, Inc.",          ,,,,Cold River Trading Co,3606 S College Ave,Bryan,TX,77801,US,New Category
"Ls Hotel, Llc",(979) 846-4384,,,,"Ls Hotel, Llc",3608 E 29Th St Ste 100,Bryan,TX,77802,US,New Category
"J. Cody'S Restaurants, L.P.",          ,,,,J Codys,3610 S College Ave,Bryan,TX,77801,US,New Category
"Ronin Cooking, Llc",          ,,,,"Ronin Cooking, Llc",363 Creekside Dr,Bryan,TX,77807,US,New Category
Alfonso Gonzalez,          ,,,,La Riviera Restaurant & Bakery,3700 S Texas Ave Ste 300,Bryan,TX,77802,US,New Category
"Mcgee Services, Llc",(979) 595-1100,,,,"Mcgee Services, Llc",3700 S Texas Ave Ste 550,Bryan,TX,77802,US,New Category
Yoyoza Inc.,          ,,,,Lanna Thai Restaurant,3700 S Texas Ave Ste 900,Bryan,TX,77802,US,New Category
"Mels Place, Llc",          ,,,,Mels Place,3796 Tabor Rd,Bryan,TX,77808,US,New Category
Rhonda Kay White,(979) 268-6724,,,,Oh-My-Soul Cookies & Cakes,3809 Oak Ridge Dr,Bryan,TX,77802,US,New Category
Jose C. Montemayor Enterprises Inc.,          ,,,,Jose'S Restaurnat,3824 S Texas Ave,Bryan,TX,77802,US,New Category
Frittella Llc,          ,,,,Frittella,3901 S Texas Ave,Bryan,TX,77802,US,New Category
Andres Hernandez Bermudez,          ,,,,El Gallito De Jalisco Mexican Restaurant,4001 E 29Th St Ste 106,Bryan,TX,77802,US,New Category
"C S C Food Services, Inc.",          ,,,,Lakeview Club,4004 Fm 974,Bryan,TX,77808,US,New Category
"Cjr Lucky, Inc.",          ,,,,Chicken Express,401 S Texas Ave,Bryan,TX,77803,US,New Category
Maria G Cortez,          ,,,,Maria'S Tamale Factory,403 Eden Ln,Bryan,TX,77803,US,New Category
Pete Carlos Jr,          ,,,,Pop A Top,408 N Bryan Ave,Bryan,TX,77803,US,New Category
Martha Sanchez & Jose Sanchez,          ,,,,Restaurant San Jose Mexican Food,414 N Main St,Bryan,TX,77803,US,New Category
Heart Of Texas Pizza Lp,          ,,,,Pizza Hut,4207 Wellborn Rd,Bryan,TX,77801,US,New Category
Cynthia A Rogers,(979) 774-9946,,,,Daylight Donuts Of Bryan,4282 Boonville Rd Ste 100,Bryan,TX,77802,US,New Category
"Luby'S Fuddruckers Restaurants, Llc",          ,,,,Luby'S Cafeteria #47,4401 S Texas Ave,Bryan,TX,77802,US,New Category
"Bmsn Ventures, Llc",(956) 251-4840,,,,Bottoms Up,4405 College Main St # B,Bryan,TX,77801,US,New Category
Mitchel Truman Siegert,(979) 574-0033,,,,Truman Chocolates,4407 S Texas Ave,Bryan,TX,77802,US,New Category
"M. W. W. & Co., Inc.",          ,,,,Yesterdays,4421 S Texas Ave,Bryan,TX,77802,US,New Category
Earl A Wurzbach,(979) 823-2150,,,,Mcdonald'S #422586,451 N Harvey Mitchell Pkwy,Bryan,TX,77807,US,New Category
"Cakes By Jocelyn, Llc",          ,,,,Cakes By Jocelyn,4516 Kensington Rd,Bryan,TX,77802,US,New Category
Heritage Inn Number I. Limited Partnership,(409) 268-1552,,,,Bryan Fairfield Inn,4613 S Texas Ave,Bryan,TX,77802,US,New Category
"Aggieland Pizza, Inc.",          ,,,,"Aggieland Pizza, Inc.",4715 Heron Lakes Cir,Bryan,TX,77802,US,New Category
Susana Gongora,          ,,,,El Toro Cafe,500 N Sims Ave,Bryan,TX,77803,US,New Category
"Cheftopher, Inc.",          ,,,,Christopher'S World Grille,5001 Boonville Rd,Bryan,TX,77802,US,New Category
"Blc Hot Dogs, Inc.",          ,,,,Wienerschnitzel #255,501 S Texas Ave,Bryan,TX,77803,US,New Category
Angelica Hernandez,          ,,,,Billar El Tapatio,502 W Wm J Bryan Pkwy,Bryan,TX,77803,US,New Category
Viki Rosprim,(979) 823-5217,,,,Phil'S Fajitas,5051 Silver Oak Dr,Bryan,TX,77808,US,New Category
"L & R Bar-B-Que, Inc.",          ,,,,Buppy'S Catering,506 Sulphur Springs,Bryan,TX,77801,US,New Category
"Cen-Tex Subway, Inc.",          ,,,,Subway,507 N Harvey Mitchell Pkwy,Bryan,TX,77807,US,New Category
"Ct Restaurants, L.P.",          ,,,,Church'S Chicken #468,507 N Texas Ave,Bryan,TX,77803,US,New Category
"Fast Track Of Texas, Llc",(281) 451-6255,,,,"Fast Track Of Texas, Llc",509 N Harvey Mitchell Pkwy,Bryan,TX,77807,US,New Category
Hernandez Food Inc,(979) 820-2023,,,,Carniceria Y Taqueria La Perla Tapatia,510 W Wm J Bryan Pkwy,Bryan,TX,77803,US,New Category
Jose A Huerta,          ,,,,Huerta'S Taqueria,5300 N Texas Ave,Bryan,TX,77803,US,New Category
Amelia M Hilburn,          ,,,,A'S Bar & Grill,5809 E State Highway 21,Bryan,TX,77808,US,New Category
Bryan Breakfast Lions Club,          ,,,,Bryan Breakfast Lions Club,5827 Leonard Rd,Bryan,TX,77807,US,New Category
Starbucks Corporation,          ,,,,Starbucks Coffee # 10296,601 E Villa Maria Rd # 100,Bryan,TX,77802,US,New Category
Tommy G Durens,          ,,,,Shannon'S Catering,601 San Jacinto Ln,Bryan,TX,77803,US,New Category
Maria T Deleon,          ,,,,La Paloma Taqueria,608 Boulevard St,Bryan,TX,77803,US,New Category
Xiu Ying Zheng,(979) 779-2888,,,,China Wok Express,612 E Villa Maria Rd,Bryan,TX,77802,US,New Category
"Highpoint Development, Llc",          ,,,,Value Place Bryan,620 N Earl Rudder Fwy,Bryan,TX,77802,US,New Category
Scott Wilcox,          ,,,,Tabor Store Bar & Grill,6590 Fm 974,Bryan,TX,77808,US,New Category
Teresa E Garner,          ,,,,Smoken Joe'S,6868 W State Highway 21,Bryan,TX,77807,US,New Category
"Epicures Catering, Inc.",          ,,,,Epicures Catering,6960 Coyote Run,Bryan,TX,77808,US,New Category
"Mcdonald'S Restaurants Of Texas, Inc.",          ,,,,Mcdonald'S #4602,700 S Texas Ave,Bryan,TX,77803,US,New Category
Ollie R Hawkins,          ,,,,Green Hornet,704 San Jacinto Ln,Bryan,TX,77803,US,New Category
Francisco Rodriguez Melendez,(254) 371-3660,,,,Taqueria & Restaurant El Sol De Mexico,705 N Texas Ave,Bryan,TX,77803,US,New Category
Wayne R Blanford,          ,,,,The White House,706 San Jacinto Ln,Bryan,TX,77803,US,New Category
"Fargo'S Pit Bbq, Inc",(979) 378-3662,,,,"Fargo'S Pit Bbq, Inc",720 N Texas Ave,Bryan,TX,77803,US,New Category
"Cen-Tex Subway, Inc.",          ,,,,Subway,725 #900 E Villa Maria,Bryan,TX,77803,US,New Category
Gan En Si Inc,(832) 359-6160,,,,Shanghai Wok,725 E Villa Maria Rd,Bryan,TX,77802,US,New Category
Martin Cantero And Nadia Yamel Cantero-Flores,          ,,,,Los Molcajetes,725 E Villa Maria Rd Ste 100,Bryan,TX,77802,US,New Category
"Turnbull Conn, Llc",          ,,,,Papa Murphy'S #117,725 E Villa Maria Rd Ste 300,Bryan,TX,77802,US,New Category
Robert H Conaway Iii,          ,,,,Robert H Conaway Iii,735 Eagle Pass St Apt 9,Bryan,TX,77802,US,New Category
"Acg 3024, L.P.",(972) 423-3535,,,,Ihop,758 N Earl Rudder Fwy,Bryan,TX,77802,US,New Category
Lee Earl Sanders,          ,,,,Bcs Fish & Rib Drive In,800 San Jacinto Ln,Bryan,TX,77803,US,New Category
Rodney E Graves,          ,,,,Westside Bbq & Restaurant,800 San Jacinto Ln,Bryan,TX,77803,US,New Category
"Lc Bryan, Llc.",(832) 217-6598,,,,Little Caesars Pizza,801 Dellwood St # 200,Bryan,TX,77802,US,New Category
Sandra Cruz,          ,,,,Tacos La Morenita,809 Ash St,Bryan,TX,77803,US,New Category
Maria Teresa Ramirez,          ,,,,Catering Ramirez Rental,809 S Bryan Ave,Bryan,TX,77803,US,New Category
Joaquina Esquivel,          ,,,,Las Mexicanas Taqueria,810 W Wm J Bryan Pkwy,Bryan,TX,77803,US,New Category
"Preston Lakes, Llc",          ,,,,Lakeside Icehouse,8200 Sandy Point Rd,Bryan,TX,77807,US,New Category
Earl A Wurzbach,          ,,,,Mcdonald'S #4336,825 E Villa Maria Rd,Bryan,TX,77802,US,New Category
"G Deli, Lp",          ,,,,G Deli,8441 State Highway 47 Ste 1000,Bryan,TX,77807,US,New Category
"G Deli, Lp",(979) 778-9101,,,,G Java,8447 State Highway 47,Bryan,TX,77807,US,New Category
